operator;operatorQID;jurisdictions;jurisdictionQIDs;country;countryQID;city;cityQID;latitude;longitude;phone;email;website;facebook;twitter;youtube;picture;pictureAuthor;pictureLicense;pictureLicenseURL;type;typeQID;creation;QID
Guinea;http://www.wikidata.org/entity/Q1006;Italy|Greece;http://www.wikidata.org/entity/Q38|http://www.wikidata.org/entity/Q41;Italy;http://www.wikidata.org/entity/Q38;Rome;http://www.wikidata.org/entity/Q220;41.9294;12.4944;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q103831026
Guinea;http://www.wikidata.org/entity/Q1006;Ivory Coast;http://www.wikidata.org/entity/Q1008;Ivory Coast;http://www.wikidata.org/entity/Q1008;Abidjan;http://www.wikidata.org/entity/Q1515;5.35728;-3.98987;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q110712665
Guinea;http://www.wikidata.org/entity/Q1006;Japan|Australia|New Zealand;http://www.wikidata.org/entity/Q17|http://www.wikidata.org/entity/Q408|http://www.wikidata.org/entity/Q664;Japan;http://www.wikidata.org/entity/Q17;Tokyo;http://www.wikidata.org/entity/Q1490;35.651739;139.696725;;;;ambaguitokyo;;;http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%AE%E3%83%8B%E3%82%A2%E5%A4%A7%E4%BD%BF%E9%A4%A8%E5%85%A8%E6%99%AF.jpg;Senkaku Islands>Senkaku Islands</a>;CC BY-SA 4.0;https://creativecommons.org/licenses/by-sa/4.0;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q61877262
Guinea;http://www.wikidata.org/entity/Q1006;;;Kuwait;http://www.wikidata.org/entity/Q817;;;29.26917;47.97806;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q111207215
Guinea;http://www.wikidata.org/entity/Q1006;Liberia;http://www.wikidata.org/entity/Q1014;Liberia;http://www.wikidata.org/entity/Q1014;Monrovia;http://www.wikidata.org/entity/Q3748;6.28735;-10.77114;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q110843600
Guinea;http://www.wikidata.org/entity/Q1006;Malta|Libya;http://www.wikidata.org/entity/Q233|http://www.wikidata.org/entity/Q1016;Libya;http://www.wikidata.org/entity/Q1016;Tripoli;http://www.wikidata.org/entity/Q3579;32.8691;13.121;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q107735965
Guinea;http://www.wikidata.org/entity/Q1006;Indonesia|Malaysia;http://www.wikidata.org/entity/Q252|http://www.wikidata.org/entity/Q833;Malaysia;http://www.wikidata.org/entity/Q833;Kuala Lumpur;http://www.wikidata.org/entity/Q1865;3.1562;101.7422;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q107578986
Guinea;http://www.wikidata.org/entity/Q1006;Mali;http://www.wikidata.org/entity/Q912;Mali;http://www.wikidata.org/entity/Q912;Bamako;http://www.wikidata.org/entity/Q3703;12.614410555;-7.959288055;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q110710334
Guinea;http://www.wikidata.org/entity/Q1006;Morocco;http://www.wikidata.org/entity/Q1028;Morocco;http://www.wikidata.org/entity/Q1028;;;33.9931172;-6.8438306;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q110694909
Guinea;http://www.wikidata.org/entity/Q1006;;;Nigeria;http://www.wikidata.org/entity/Q1033;;;6.4550575;3.3941795;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q111207219
Guinea;http://www.wikidata.org/entity/Q1006;People's Republic of China;http://www.wikidata.org/entity/Q148;People's Republic of China;http://www.wikidata.org/entity/Q148;Beijing;http://www.wikidata.org/entity/Q956;39.9426;116.445;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q100278111
Guinea;http://www.wikidata.org/entity/Q1006;;;Qatar;http://www.wikidata.org/entity/Q846;;;25.27932;51.52245;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q111207223
Guinea;http://www.wikidata.org/entity/Q1006;Finland|Lithuania|Russia|Latvia|Estonia|Moldova;http://www.wikidata.org/entity/Q33|http://www.wikidata.org/entity/Q37|http://www.wikidata.org/entity/Q159|http://www.wikidata.org/entity/Q211|http://www.wikidata.org/entity/Q191|http://www.wikidata.org/entity/Q217;Russia;http://www.wikidata.org/entity/Q159;Moscow;http://www.wikidata.org/entity/Q649;55.72875;37.61633333;;;;Ambassade-De-Guinée-Moscou-Russie-628997013915529;;;http://commons.wikimedia.org/wiki/Special:FilePath/Koroviy%20val%207.jpg;Amo4kin>Amo4kin</a>;Public domain;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q4373988
Guinea;http://www.wikidata.org/entity/Q1006;Saudi Arabia;http://www.wikidata.org/entity/Q851;Saudi Arabia;http://www.wikidata.org/entity/Q851;Riyadh;http://www.wikidata.org/entity/Q3692;24.684;46.632;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q68170003
Guinea;http://www.wikidata.org/entity/Q1006;;;Senegal;http://www.wikidata.org/entity/Q1041;;;14.709566;-17.470852;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q111207225
Guinea;http://www.wikidata.org/entity/Q1006;Romania|Bulgaria|Albania|Montenegro|Serbia;http://www.wikidata.org/entity/Q218|http://www.wikidata.org/entity/Q219|http://www.wikidata.org/entity/Q222|http://www.wikidata.org/entity/Q236|http://www.wikidata.org/entity/Q403;Serbia;http://www.wikidata.org/entity/Q403;Belgrade;http://www.wikidata.org/entity/Q3711;44.79924;20.46675;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q106875940
Guinea;http://www.wikidata.org/entity/Q1006;;;Sierra Leone;http://www.wikidata.org/entity/Q1044;;;8.467297;-13.2378785;;;;;;;;;;;embassy;http://www.wikidata.org/entity/Q3917681;;http://www.wikidata.org/entity/Q111207239
